Name,ACTR2,ABCF3,RBX1,ARMC1,XIAP,RFTN1,GNL3,NUP50,DHX9,SGTA,ZADH2,COX7A2,CRAT,SMARCE1,STAT3,ERAP1,EHD4,FHL3,THBS2,PDHA1,ENSA,ANXA2,EML3,PSMD13,ARIH1,DNM1,ECI2,CDV3,CDK9,TOM1,ARHGEF6,EIF3I,SETD3,DDX60,APOA4,ABI1,VDAC2,ACTR3,UBXN7,PLIN2,PCBP1,NELFE,AMPD3,RMDN3,PEF1,ELOB,LDHD,CTBP1,TOMM6,JCHAIN,PRPF40A,NECTIN2,CLPTM1L,RPE,TLDC1,SPRYD4,PHB2,ICAM3,UBA3,EIF2D,ARL6IP4,PRDX3,SPON1,TMEM30A,PDS5B,TJP1,B4GALT1,WTAP,PRMT5,NUDT16L1,STX3,SLC39A11,DNAAF5,ACADVL,ACADSB,RACK1,FAM120A,CEACAM1,MIA2,ANG,MLYCD,CHMP2A,CMBL,CFHR5,CASP6,BOD1L1,RPRD2,NT5C,DOCK7,RUFY1,CHID1,ABCB1,PUF60,PSMD1,PGAM5,HDHD5,GALNT3,LACTB,IDH1,RCC1L
01CO005,0.0306,0.098,-0.0805,-0.5488,-0.006,0.0841,0.877,0.1382,0.41,0.1388,-0.4691,0.109,-0.47100000000000003,0.34299999999999997,0.38,-0.2973,-0.7709999999999999,0.5479999999999999,0.402,0.157,-0.557,-0.43200000000000005,0.046,0.2459,0.032,-0.293,-0.327,-0.483,0.019,0.1324,0.095,0.1417,-0.0626,-0.1203,-1.574,-0.2217,-0.085,0.0544,0.203,0.256,0.39899999999999997,0.39899999999999997,0.239,-0.27699999999999997,-0.1927,-0.384,-0.988,-0.929,0.6629999999999999,-1.5519999999999998,0.4783,-0.529,-0.242,-0.1406,-0.046,-0.243,-0.019,0.41,0.41600000000000004,0.3723,-0.495,-0.17300000000000001,-2.025,-0.7559999999999999,0.159,-0.263,0.1815,0.4015,-0.0774,-0.1391,-1.045,-0.2973,0.5920000000000001,-0.374,-0.42700000000000005,0.32,-0.1566,-1.143,-0.3336,-0.932,-0.395,0.2069,-1.77,-0.5965,-0.159,-0.195,0.317,-0.742,-0.1927,-0.004,-0.1881,-1.724,0.2613,0.2754,0.066,-0.2583,-0.0974,-0.18,-0.6313,0.4078
01CO006,0.3807,0.2928,-0.3718,0.0126,-0.428,0.679,0.018000000000000002,-0.003,0.535,0.086,-0.2163,1.732,-0.0124,0.18899999999999997,-0.065,0.7240000000000001,-0.5379999999999999,-1.032,0.43,0.2667,-0.927,-0.0391,-0.3136,0.396,-0.569,-0.309,0.258,-0.5543,0.268,0.0837,0.124,0.1588,-0.0259,-0.2788,-0.8859999999999999,-0.1617,-0.038,0.0967,-0.204,0.321,0.1946,0.2333,-0.1366,-0.004,-0.272,-0.6428,1.4240000000000002,0.0568,-0.285,0.077,0.51,0.0213,-0.508,-0.618,0.1572,0.304,0.619,0.0754,-0.467,-0.4385,-0.4689,0.2037,-1.063,0.48200000000000004,0.021,-0.9179999999999999,0.8809999999999999,-0.1672,0.1912,-0.0202,0.9590000000000001,0.41,-0.545,0.068,0.355,0.8320000000000001,-0.042,-0.674,0.4271,-0.4583,0.32899999999999996,0.299,-0.0914,-2.4,0.465,0.5007,-0.306,-0.413,-0.0163,0.1448,0.222,-0.8879,0.2026,0.48700000000000004,0.2944,0.215,0.925,1.169,-0.6609999999999999,-0.0311
01CO008,0.11199999999999999,0.245,0.2777,-0.0793,0.679,0.217,1.016,0.305,0.2901,-0.0841,0.32799999999999996,0.136,-0.087,0.498,-0.4076,0.2014,-0.1588,-0.335,0.07,0.436,0.4449,0.1011,-0.0739,0.2235,-0.418,0.315,0.044000000000000004,0.7190000000000001,0.2965,0.151,-0.017,0.2285,-0.1405,-0.69,-2.057,0.3047,0.2633,0.0671,0.499,0.381,-0.017,0.354,-0.24600000000000002,0.1773,-0.7809,0.611,-0.885,0.515,0.0978,-0.384,0.41600000000000004,-0.38799999999999996,-0.521,-0.508,-0.3712,0.081,0.532,-0.35100000000000003,-0.306,-0.2337,0.3295,0.3152,-1.959,0.479,0.35600000000000004,-0.1486,0.3188,0.436,-0.0239,0.111,-0.366,0.41200000000000003,-0.5111,0.233,0.149,-0.27,0.3328,-1.288,0.204,-1.183,0.018000000000000002,-0.067,0.0,-0.9055,0.4274,0.253,0.42700000000000005,-0.83,0.1629,0.2143,0.187,-1.329,-0.0605,0.2544,0.275,0.3054,0.625,0.5154,-0.6759999999999999,0.1186
01CO013,-0.1578,0.08,0.3057,0.0559,-0.298,0.2211,0.659,0.511,0.5762,0.503,-0.282,1.3,-0.293,-0.41200000000000003,0.5763,-0.2845,-0.315,-0.809,-0.9279999999999999,0.431,-1.4380000000000002,-0.922,-0.0476,0.2916,-1.1065,-0.5589,-0.6579999999999999,-1.2115,0.2015,0.2519,0.1926,0.5911,-0.042,-0.363,-0.722,-0.2667,0.223,-0.1771,-0.027000000000000003,1.294,0.1645,0.4365,-0.0304,-0.2665,-0.32299999999999995,0.012,-0.873,-1.0875,0.684,-1.4177,0.9534,-0.062,-0.32299999999999995,0.397,-0.2374,-0.68,0.026000000000000002,-0.29600000000000004,0.1713,-0.203,-0.111,-0.6076,-2.12,-0.7198,0.2696,-0.5003,-0.247,0.1345,0.2252,-0.371,0.281,-0.3661,0.59,-0.142,-0.4255,0.387,0.5364,-0.2815,0.2386,-1.228,0.0197,-0.6890000000000001,-0.9520000000000001,-0.35,-0.8909999999999999,0.057999999999999996,0.022000000000000002,-0.94,0.1464,0.0601,-0.785,0.4622,0.6042,0.4199,0.3173,0.642,-0.3522,-0.005,-1.7788,0.841
01CO014,-0.0601,0.4645,0.1362,-0.146,0.3569,-0.5539999999999999,0.585,0.496,0.732,0.591,-0.267,-0.22399999999999998,-0.61,0.504,0.084,-0.109,-0.271,-0.753,0.307,-0.3019,0.24,0.736,-0.513,0.748,-0.1945,-0.6459999999999999,-0.434,-0.4221,0.585,-0.0174,-0.8590000000000001,0.3177,0.13699999999999998,-0.0893,-1.5530000000000002,0.1137,0.1539,-0.0991,-0.3213,-0.043,0.1966,0.3688,-0.1456,0.35,-0.611,-0.1077,-0.0858,-0.1326,0.309,-2.121,0.6829999999999999,0.278,-0.32899999999999996,-0.6942,0.3503,-0.1146,0.575,-0.505,-0.1212,0.613,0.127,0.0191,-1.7069999999999999,-0.021,-0.129,-0.2635,0.61,0.302,0.5998,0.2281,-0.486,-0.098,-0.003,-0.06,0.07200000000000001,0.833,0.075,-0.325,0.4483,-0.9359999999999999,-0.3122,0.536,-0.557,-0.63,-0.2802,-0.451,0.8711,-0.653,-0.025,-0.0378,-0.34299999999999997,-1.042,0.5529999999999999,0.5939,0.59,0.046,1.775,0.2347,1.109,-0.011000000000000001
01CO015,-0.1263,0.146,-0.23,-0.2432,-0.033,0.09,1.171,0.581,0.5109,0.731,-0.6601,-0.381,-0.436,0.7141,0.1445,-0.348,-0.624,0.39899999999999997,-0.233,0.2065,-1.5372,-1.104,0.086,0.3934,-0.0292,0.092,-0.909,-0.401,0.2607,-0.0167,-0.457,0.57,-0.075,0.1945,-2.33,-0.3592,-0.312,-0.0914,0.37200000000000005,0.6527,0.1068,0.183,-0.1131,-0.2259,-0.1839,0.1919,-1.382,0.1511,0.1521,-2.7239999999999998,0.7979999999999999,0.092,0.259,0.2864,-0.016,-0.2119,-0.0981,0.1468,0.2425,-0.1038,0.52,-0.4182,-1.876,-0.5998,0.63,-0.429,0.685,0.376,0.409,-0.1816,0.8420000000000001,0.72,-0.0307,-0.8540000000000001,-0.6528,0.5479999999999999,0.1932,-0.953,0.3043,-1.47,-0.433,-0.0451,-1.952,-0.86,-0.047,0.177,0.0451,-0.519,-0.3086,-0.11199999999999999,-0.9470000000000001,-0.217,0.691,0.44,0.638,-0.002,0.48,0.3531,-0.8109999999999999,0.574
01CO019,-0.2026,0.56,-0.2923,0.09300000000000001,-0.085,-0.051,1.395,0.561,0.4954,-0.0246,-0.631,-0.6920000000000001,-0.884,0.5535,-0.1893,-0.040999999999999995,-0.0217,0.1656,1.39,-0.001,-0.267,-0.057,-0.327,0.373,-0.8109999999999999,-0.0215,-0.136,0.312,0.4238,-0.3026,-0.2038,0.3146,-0.113,-0.7509999999999999,-1.8,-0.0685,0.1415,-0.023,0.162,1.426,0.036000000000000004,0.49200000000000005,0.40299999999999997,0.424,-0.6329,0.455,-0.977,0.848,-0.2013,-0.9209999999999999,0.617,0.0269,-0.048,-0.7879999999999999,0.105,-0.4487,0.0602,-0.45,-0.128,-0.1778,0.353,-0.1296,-1.042,-0.0438,0.2416,-0.622,0.7636,0.778,0.5583,-0.1177,0.2813,0.377,0.1227,-0.47600000000000003,0.0873,0.531,0.1407,-0.7624,0.311,-0.9640000000000001,-0.2185,-0.6261,-0.8623,-0.41700000000000004,0.12,-0.28800000000000003,0.1113,-0.24600000000000002,-0.0721,-0.187,0.2904,-0.9520000000000001,0.789,-0.0558,0.7366,0.040999999999999995,0.4874,-0.0909,-0.3145,0.004
01CO022,-0.1945,0.127,0.5710000000000001,-0.2438,-0.4249,-0.5386,0.972,0.9109999999999999,0.428,0.2381,-0.7307,-0.9309999999999999,-0.4913,0.753,0.28300000000000003,-0.2728,-0.919,-0.048,1.56,-0.5043,0.474,-0.172,-0.423,0.2921,-0.0947,-0.0062,-0.826,0.6409999999999999,0.612,-0.2902,-0.3191,0.6218,0.013999999999999999,-0.6940000000000001,-0.5596,-0.042,-0.306,-0.2966,0.2423,-0.183,0.3,0.3468,0.2684,0.1055,-0.3316,0.6561,-1.5619999999999998,-0.7827,0.445,-0.7043,0.602,-0.44799999999999995,-0.369,-0.42,0.324,-0.7709999999999999,-0.294,0.2799,-0.479,0.066,0.2156,-0.294,-2.015,0.049,-0.9857,-0.2003,1.0959999999999999,0.011000000000000001,0.5952,0.0947,0.3211,0.1807,0.2333,-1.331,-0.45399999999999996,0.526,0.3716,-0.762,-0.23800000000000002,-0.755,-0.818,-0.466,-0.8892,-0.373,0.83,-0.3162,0.1721,-0.4729,-0.2745,-0.292,-0.6829999999999999,-0.9912,0.48,0.2139,0.6409999999999999,-0.1483,1.175,-0.631,1.2109999999999999,-0.2325
05CO002,0.3255,0.4,-0.34700000000000003,-0.149,0.3076,0.6609999999999999,0.95,0.4622,0.987,0.423,-0.3628,-0.1997,-1.038,0.546,-0.0651,0.175,-0.1336,0.017,0.7240000000000001,0.326,-1.41,-0.353,0.0744,0.4482,-0.875,-0.513,-1.476,-0.526,0.3289,0.1241,-0.2976,0.348,-0.0288,-0.5841,-1.787,-0.0447,-0.027999999999999997,0.1893,0.4019,0.377,0.1881,0.7859999999999999,0.311,0.0045,-0.6561,-0.5,-1.5319999999999998,-0.0581,0.6222,-1.5119999999999998,0.9179999999999999,0.37,-0.9840000000000001,-0.604,0.3773,-0.16,0.0777,-0.152,0.026000000000000002,-0.502,0.079,-0.2504,-2.37,0.0916,0.3908,-0.6940000000000001,1.003,0.569,0.10800000000000001,0.1749,0.415,0.1187,0.1189,-0.685,-0.4654,0.6,0.418,-0.1201,-0.16,-0.941,-0.1047,-0.027999999999999997,-1.587,-0.772,0.175,-0.317,0.0539,-1.337,0.0209,0.1279,-0.1617,-0.9490000000000001,0.597,0.2875,0.875,0.6859999999999999,0.5760000000000001,0.052000000000000005,-0.1676,0.0477
05CO003,0.7428,0.3101,0.562,-0.2525,-0.2982,-0.3237,0.63,0.46,0.2888,0.141,-0.929,-0.518,-0.639,-0.0745,0.4219,-0.37,-0.3954,0.091,2.96,-0.846,-0.563,0.077,0.2092,0.42200000000000004,0.2002,-0.079,-0.506,-0.081,0.2521,0.5660000000000001,0.9097,0.614,-0.0635,-0.293,1.065,-0.127,-0.2605,0.6077,0.1834,1.909,0.1869,0.2801,1.8769999999999998,-0.348,-0.198,-0.064,-1.053,-0.1612,0.1928,-2.775,0.2793,0.0532,0.0742,0.13,-0.662,-0.909,0.11,1.3730000000000002,0.1512,-0.36700000000000005,0.8297,-0.2968,-0.569,0.8639,0.0793,-0.5088,0.77,0.754,0.04,0.779,0.973,-1.0262,0.1999,-0.616,-0.8476,0.013000000000000001,0.1415,0.8831,-0.07200000000000001,-0.067,-0.583,0.0333,-1.6469999999999998,1.7557,-0.9572,0.4101,-0.033,0.8364,-0.2694,0.4869,-1.328,-1.165,0.1757,0.6306,0.307,0.33899999999999997,-0.344,-0.025,-0.23399999999999999,-0.2476
05CO006,0.1579,0.1579,0.034,-0.264,-0.0188,-0.10099999999999999,0.935,0.688,0.49,0.3441,-0.978,-0.37,-0.9740000000000001,0.68,-0.2192,-0.122,-0.639,-0.303,1.433,-0.48100000000000004,-1.033,-0.845,-0.2152,0.2706,0.3686,-0.3089,-0.4244,-0.1326,1.083,0.6275,-0.45399999999999996,0.4264,-0.1981,-0.3412,-1.516,0.1981,0.3017,0.1334,0.434,1.9509999999999998,0.2492,0.632,0.4093,-0.0368,-0.402,-0.2542,-1.421,-0.3633,-0.307,-2.63,0.72,-0.1182,0.172,-0.3708,0.29,-0.6729999999999999,0.0158,0.727,-0.1689,-0.3209,0.19,-0.0566,-1.854,0.4115,-0.2597,-0.3329,1.1641,0.5444,0.1392,-0.015,0.096,0.191,-0.436,-0.853,-0.591,0.2748,0.1815,-0.129,0.3097,-0.557,-0.5643,-0.1642,-1.3869999999999998,-0.6,-0.6118,0.948,0.5184,-0.7070000000000001,0.39,0.39799999999999996,-0.3985,-0.83,0.5379999999999999,0.6829999999999999,0.623,0.057999999999999996,0.321,0.5479999999999999,0.0287,-0.2081
05CO011,0.3433,0.01,0.6579999999999999,-0.7,0.7027,0.418,1.465,0.8109999999999999,1.061,0.3442,0.061,0.154,-0.261,0.353,-0.381,-0.386,-0.26899999999999996,-0.172,-1.209,-0.764,-0.535,0.1968,0.1703,0.2734,-1.1320000000000001,-0.044000000000000004,-1.325,-0.005,0.81,-0.019,-0.1433,0.2131,-0.1854,-0.207,-0.85,-0.0711,-0.986,-0.1143,0.295,2.562,0.5639,0.3693,0.0593,0.7240000000000001,-0.213,0.805,-0.42700000000000005,0.0702,1.6909999999999998,-0.632,0.401,-0.046,-1.0738,-0.051,-1.705,-0.2648,-0.309,-0.355,-0.818,-0.527,0.5670000000000001,-0.7490000000000001,-1.168,0.077,0.485,-0.478,0.1931,0.938,0.1801,-0.3726,1.057,0.11,0.047,0.1262,-0.14,0.8340000000000001,-0.5155,1.349,0.07400000000000001,-0.5983,-0.3516,-0.7293,-1.331,0.6363,0.048,-0.02,0.5268,-0.402,-0.5349,0.1389,-0.268,-0.04,0.591,-0.0102,0.431,0.912,0.9740000000000001,-0.159,0.209,-0.311
05CO015,-0.0914,0.1847,0.145,-0.1342,0.005,-0.2029,0.6223,0.654,0.389,0.613,-0.65,-0.5489999999999999,-0.46799999999999997,-0.027999999999999997,-0.4211,-0.2837,0.2613,0.1675,0.85,-0.509,-0.1297,0.122,-0.092,0.076,0.16,-0.29100000000000004,-0.564,0.488,0.705,0.2452,0.01,0.2073,0.0509,0.083,-0.953,-0.1425,0.0308,-0.0317,0.449,1.304,0.2915,0.2522,0.511,0.2207,-0.2542,0.2669,-0.677,-0.20800000000000002,0.655,-1.594,0.6859999999999999,-0.0184,-0.342,-0.302,0.163,-0.0996,0.1408,0.7754,-0.1152,0.0342,0.37,-0.218,-0.843,0.057,-0.299,-0.365,0.263,0.71,0.0095,-0.41200000000000003,0.649,0.2918,0.311,-0.276,-0.617,0.4175,-0.2124,-0.17600000000000002,-0.1126,-0.0594,-0.435,-0.433,-1.099,1.367,-0.1828,-0.1052,0.0187,-0.6859999999999999,-0.0523,-0.1763,-0.9570000000000001,-0.655,0.695,0.305,0.682,0.2609,-0.21899999999999997,-0.195,-0.368,0.198
05CO020,0.0021,0.534,0.0433,-0.2694,0.0647,0.1272,1.5530000000000002,0.659,0.838,-0.1288,-0.484,0.7238,-0.622,0.491,-0.19699999999999998,0.057999999999999996,-0.059000000000000004,-0.503,1.139,0.1305,-0.8808,-0.2925,-0.059000000000000004,0.466,-0.314,0.3164,-0.4073,-0.478,-0.0477,0.2607,0.057,0.3437,-0.5579999999999999,-0.975,-2.61,-0.1098,0.257,0.071,0.385,0.6109,0.406,0.344,0.2618,0.406,-0.6859999999999999,0.1142,-0.971,0.6509999999999999,-0.555,-1.663,0.7070000000000001,-0.1749,0.2285,-0.6695,0.34,-0.755,0.298,0.677,-0.111,0.2154,-0.18,0.081,-1.382,0.2175,0.7120000000000001,-0.3531,0.6903,0.3599,-0.23,0.4539,0.782,0.297,0.254,-0.7,-0.0526,0.5760000000000001,0.1901,-0.792,0.3563,-0.993,-0.2642,-0.2199,-1.3940000000000001,-1.361,-0.774,0.155,0.2402,-0.47700000000000004,0.14,0.0699,-0.067,0.33399999999999996,0.565,0.1943,0.797,-0.252,1.022,0.0934,-0.6729999999999999,-0.0603
05CO026,-0.1492,0.652,0.21,-0.382,0.596,-0.485,1.103,0.884,1.087,0.1162,-1.23,0.192,-1.319,1.238,-0.0906,0.1829,0.0568,-0.502,-0.43,0.2854,-0.64,-1.0381,-0.47200000000000003,0.1421,-0.031,-0.348,0.1005,-0.0416,0.42200000000000004,-0.428,-0.5055,0.63,0.17,-0.873,-0.898,-0.371,0.2852,-0.0039,0.855,-0.484,0.43799999999999994,0.609,0.13,0.0637,-0.736,-0.0531,-1.2176,0.276,0.2986,-1.651,1.103,0.113,-0.3964,-0.376,-0.522,0.024,0.9048,-0.5506,0.14400000000000002,0.2414,0.39799999999999996,0.1938,-2.532,0.251,0.46,-0.0564,0.4525,1.247,0.068,-0.187,0.5634,-0.1648,0.281,-0.83,0.5264,0.7839,0.0872,-0.6890000000000001,-0.256,-1.8619999999999999,-0.397,-0.4506,-1.3969999999999998,-0.049,0.039,-0.0445,0.5820000000000001,-0.701,-0.2277,-0.0556,-0.084,-0.617,0.6759,0.3357,1.226,-0.0391,-0.057999999999999996,-1.065,-0.529,0.3341
05CO028,-0.1591,0.536,-0.095,-1.5,0.312,0.03,1.08,0.46299999999999997,0.573,0.254,-0.49200000000000005,0.799,-0.568,0.8029999999999999,-0.574,0.653,-0.1978,-1.775,-1.33,-0.493,-0.4564,0.727,-0.019,0.2082,-0.4815,0.001,-0.494,0.33799999999999997,0.701,-0.5739,-1.016,0.555,0.124,0.1417,-1.661,-0.244,-0.34,-0.1425,0.0327,1.218,0.11900000000000001,0.7090000000000001,-0.319,0.1729,-1.1254,-0.2546,-0.41600000000000004,-0.7059,0.0532,-0.57,1.082,-0.0226,-0.541,-0.67,0.914,0.0892,0.363,-0.904,-0.9259999999999999,-0.28600000000000003,-1.493,-0.264,-1.242,-0.5488,-0.2201,-0.852,1.217,0.49200000000000005,0.1897,-0.233,-0.2959,-0.153,0.1938,-0.126,0.524,1.004,0.313,-1.278,-0.003,-1.272,-0.5002,0.14400000000000002,-0.5524,-1.0659,1.16,-0.129,0.2614,-0.935,-0.424,0.09,0.4456,-0.185,0.8059999999999999,0.29100000000000004,0.624,0.1198,1.699,0.4537,0.6177,-0.237
05CO029,0.1078,-0.0336,-0.0809,0.0253,0.687,0.003,0.2401,0.2291,0.3246,0.4809,-0.5820000000000001,-0.25,-0.5604,0.249,0.46799999999999997,0.066,-0.1751,-0.131,-1.98,-0.275,-0.498,-0.0404,-0.355,-0.1381,-0.29,0.265,-0.245,0.026000000000000002,-0.0236,-0.021,0.0961,0.2243,-0.3096,-0.632,-1.4645,0.26,0.506,0.0226,0.2476,-0.35600000000000004,0.1715,0.2195,-0.35200000000000004,0.318,-0.376,-0.297,-1.818,0.0298,0.0712,-0.405,0.546,-0.1252,0.20600000000000002,-0.046,0.223,-0.43,0.0124,0.3111,-0.3046,0.13,0.0722,-0.114,-1.075,0.015,0.465,-0.0536,1.063,0.1949,-0.498,0.0921,-0.252,0.94,0.1113,-0.6312,-0.243,0.32,-0.0041,-0.5284,-0.1454,-0.8190000000000001,-0.42,0.644,-0.631,-1.355,-0.159,0.135,0.0787,-0.366,-0.23800000000000002,-0.2214,0.0823,-1.0671,0.514,-0.0035,0.3265,-0.0907,0.7275,-0.1651,-0.1425,0.0229
05CO032,0.2314,-0.073,-0.2204,-0.0337,-0.0695,-0.2331,0.649,0.529,0.48,0.0069,-0.446,-0.41700000000000004,-0.3302,0.685,0.4504,0.355,-0.3001,0.92,1.075,-0.0796,-0.4703,-0.057,0.3235,0.1905,0.768,-0.3187,-0.2159,-0.136,0.396,0.1006,-0.6079,0.152,-0.3282,-0.4059,-1.6440000000000001,0.27,-0.2929,0.2386,0.3712,0.062,0.2786,0.115,0.0719,0.2449,0.3794,-0.6832,-0.629,0.847,-0.4409,-2.004,0.73,0.2384,-0.2589,-0.7164,0.4074,-0.6759999999999999,0.3349,0.48200000000000004,-0.0009,0.2209,-0.2583,0.23399999999999999,-0.14,0.4403,0.006999999999999999,-0.0463,0.754,-0.0226,-0.025,-0.322,0.15,0.3253,-0.0804,-0.66,0.201,0.826,0.1531,-1.167,0.2645,-0.708,-0.518,-0.0026,-1.3719999999999999,-1.2770000000000001,-0.5315,-0.0298,0.1683,-0.838,0.0254,0.0065,-0.0036,-0.5423,0.624,0.3092,-0.509,-0.2216,0.618,0.5165,-0.057,-0.1047
05CO033,0.331,0.3778,-0.0798,-0.4304,-0.3004,0.3476,0.353,0.2065,0.1619,0.244,-0.76,-0.3467,-0.852,0.0593,-0.0064,0.085,-0.0114,0.4634,0.534,-0.4451,-0.3989,0.39799999999999996,0.2689,0.1696,0.013000000000000001,-0.0122,-0.708,0.5579999999999999,0.3201,0.198,0.204,0.3124,0.0336,0.2208,-0.369,-0.0623,-0.311,0.445,-0.1695,0.763,0.2137,0.175,0.6123,0.2254,-0.501,-0.2031,-0.909,-0.1773,0.35,-1.901,0.4873,0.0249,0.0584,-0.1444,0.156,0.019,0.055999999999999994,0.645,-0.2594,-0.0688,0.2873,-0.5787,-0.1289,-0.147,-0.1502,-0.049,0.153,0.2555,0.1035,-0.2381,0.3678,-1.258,-0.3918,-0.503,-0.5438,0.495,-0.0116,-0.0104,0.1311,-0.031,-0.3116,-0.2652,-1.464,0.5804,-0.6202,0.0464,-0.0648,-0.3765,0.0585,0.0678,-0.46399999999999997,0.29100000000000004,0.2057,0.1343,0.4265,0.07,-0.095,0.2495,-0.495,0.354
